Media Source,Date,Tweets Ago,Text,Compound,Negative,Neutral,Positive
BBCNews,Thu Mar 08 02:10:45 +0000 2018,408,Parking and bus lane fine appeals win four times out of 10 https://t.co/TUlQuJozo5,0.6808,0.663,0.0,0.337
BBCNews,Thu Mar 08 01:54:13 +0000 2018,409,Tagging plan for domestic abuse suspects in draft bill https://t.co/dRtENop0st,-0.765,0.548,0.452,0.0
BBCNews,Thu Mar 08 00:51:48 +0000 2018,410,Save the Children admits 'unsafe behaviour' in workplace https://t.co/3ngvCrmCHM,0.6597,0.565,0.0,0.435
BBCNews,Wed Mar 07 22:36:52 +0000 2018,411,"Thursday’s Sun: “Nerve Agent Horror” #bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/PMlLYDgybN",0.0,1.0,0.0,0.0
BBCNews,Wed Mar 07 22:36:16 +0000 2018,412,"Thursday’s Daily Star: “Hero Cop Hit By Russki Nerve Agent” #bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/3VTj9Olzz5",0.0,1.0,0.0,0.0
BBCNews,Wed Mar 07 22:35:39 +0000 2018,413,"Thursday’s Daily Mirror: “Cop Poisoned By Nerve Gas Assassins” #bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/VtoSCx0AUw",-0.4939,0.802,0.198,0.0
BBCNews,Wed Mar 07 22:34:43 +0000 2018,414,"Thursday’s Guardian: “Russian spy and his daughter were poisoned by nerve agent” #bbcpapers #tomorrowspaperstoday
(… https://t.co/G6BYL2kebb",-0.4939,0.824,0.176,0.0
BBCNews,Wed Mar 07 22:16:54 +0000 2018,415,"Thursday's Daily Express: ""Corrie Star Bill: My Heartbreak"" #bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/n2FjVmoAzF",-0.5719,0.764,0.236,0.0
BBCNews,Wed Mar 07 22:15:30 +0000 2018,416,"Thursday's Daily Telegraph: ""Policeman poisoned by Russian spy nerve agent"" #bbcpapers #tomorrowspaperstoday 
(via… https://t.co/es0OxvH7pe",-0.4939,0.802,0.198,0.0
BBCNews,Wed Mar 07 22:15:07 +0000 2018,417,"Thursday's i- ""Russian spy was poisoned with nerve agent"" 
#bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/nrljdWeLRD",-0.4939,0.802,0.198,0.0
BBCNews,Wed Mar 07 22:14:47 +0000 2018,418,"Thursday's Financial Times: ""Brussels rebuffs May trade vision in warning of inevitable friction"" #bbcpapers… https://t.co/cLUx2fPmEO",-0.1027,0.747,0.138,0.115
BBCNews,Wed Mar 07 22:14:22 +0000 2018,419,"Thursday's Metro: ""It WAS Nerve Agent"" 
#tomorrowspaperstoday  #bbcpapers
(via @AllieHBNews)
https://t.co/KH0j3e2prE",0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 12:52:52 +0000 2018,420,Here’s a look at some of this morning’s headlines from around the globe on @CBSThisMorning: https://t.co/b6HwqDFeFo,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 12:48:15 +0000 2018,421,AHEAD on @CBSThisMorning: We go behind the scenes with Parkland students as they move into new office space https://t.co/1WuhFHbq0w,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 12:44:54 +0000 2018,422,"MoviePass, a popular movie ticket subscription service, admits it's looking at ways to gather private information o… https://t.co/Kr5WdDDyIu",0.6124,0.75,0.0,0.25
CBSNews,Thu Mar 08 12:41:01 +0000 2018,423,COMING UP on @CBSThisMorning: The popular movie ticket service MoviePass is facing an angry backlash after its CEO… https://t.co/0Y1D0FBha0,-0.128,0.736,0.143,0.121
CBSNews,Thu Mar 08 12:40:30 +0000 2018,424,The Northeastern women's basketball team put in more work after practice Wednesday -- when the team's bus got stuck… https://t.co/t7WpYwYak4,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 12:37:05 +0000 2018,425,British police revealed the substance used to poison a former Russian spy was a nerve agent. News of the nerve agen… https://t.co/mj8KRID1eB,-0.5423,0.844,0.156,0.0
CBSNews,Thu Mar 08 12:34:14 +0000 2018,426,"A new report from a Veterans Affairs watchdog slammed the department's leadership, blaming ""failed leadership"" and… https://t.co/Uhh9cdsRpq",-0.7579,0.667,0.333,0.0
CBSNews,Thu Mar 08 12:21:21 +0000 2018,427,British police say a former Russian spy who is in critical condition was poisoned with a nerve agent. Ahead on… https://t.co/I4cfpbj6AF,-0.6705,0.756,0.244,0.0
CBSNews,Thu Mar 08 12:19:44 +0000 2018,428,Pres.Trump’s lawyer got a temporary restraining order barring Stormy Daniels from speaking about her alleged affair… https://t.co/76lv4fqZXE,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 12:16:17 +0000 2018,429,"The White House says if Pres. Trump imposes tariffs on imported steel and aluminum, they “may not” apply to U.S. al… https://t.co/M1jsL3I29Q",-0.1027,0.938,0.062,0.0
CBSNews,Thu Mar 08 12:13:45 +0000 2018,430,President Trump plans to visit California next week for the first time in office. He's expected to discuss his admi… https://t.co/pbsoH62SOB,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 12:12:52 +0000 2018,431,A Missouri police officer was shot and killed when he was sent to the wrong home. Radio traffic reveals what happen… https://t.co/lS9U6PapwE,-0.8225,0.714,0.286,0.0
CBSNews,Thu Mar 08 12:11:04 +0000 2018,432,Florida state lawmakers passed a gun reform bill in the name of the 17 people who died at a Parkland school shootin… https://t.co/6WGcm8cqL5,-0.7184,0.76,0.24,0.0
CBSNews,Thu Mar 08 12:09:56 +0000 2018,433,Airlines have canceled more than 400 flights today as they recover from the storm. Widespread disruptions and delay… https://t.co/VkIJYUST9d,-0.34,0.882,0.118,0.0
CBSNews,Thu Mar 08 12:07:32 +0000 2018,434,"Coastal areas didn't get as much snow, but strong winds and high water caused significant damage. @DeMarcoReports h… https://t.co/C5OwvWc4Na",0.3291,0.594,0.16,0.247
CBSNews,Thu Mar 08 12:05:30 +0000 2018,435,The second snowstorm in March is one too many for millions of people in the Northeast. More than two feet of snow f… https://t.co/g1L3X7Dm3P,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 12:01:01 +0000 2018,436,Powerball winning numbers announced for $348 million jackpot. And the winning numbers are... https://t.co/mkkhnhcVY6 https://t.co/nHzxWZJAat,0.7783,0.657,0.0,0.343
CBSNews,Thu Mar 08 11:45:02 +0000 2018,437,"The popular movie ticket subscription service, @MoviePass, admits that it collects private data on users after its… https://t.co/2QJKejVLqL",0.6124,0.762,0.0,0.238
CBSNews,Thu Mar 08 11:41:01 +0000 2018,438,International Women's Day protests amplify feminism in Asia https://t.co/FGepKqQoDI https://t.co/h07PUFWJGx,-0.2263,0.826,0.174,0.0
CBSNews,Thu Mar 08 11:35:01 +0000 2018,439,Former Joint Chiefs Chairman @Martin_Dempsey will be on @CBSThisMorning with author @oribrafman. They have a new bo… https://t.co/nJosUJ61z5,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:36:23 +0000 2018,440,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/HNJtpRQzTC,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:35:29 +0000 2018,441,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/YbtMLrEunr,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:34:23 +0000 2018,442,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy “We have… https://t.co/VQIOWE6xvQ,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:33:30 +0000 2018,443,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign “I would make sure tha… https://t.co/g0lYhMLHaf,0.3182,0.839,0.0,0.161
CNN,Thu Mar 08 17:32:06 +0000 2018,444,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF “Listen to women,” says… https://t.co/4rT0n5bAXU",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:28:28 +0000 2018,445,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF To achieve gender equality, ""I want to convince everyone to… https://t.co/ZvQCrwCizl",0.3182,0.798,0.0,0.202
CNN,Thu Mar 08 17:26:08 +0000 2018,446,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz When you do a job application, you should not have to say your se… https://t.co/OYJEl6gGdt",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:24:39 +0000 2018,447,"@theashleygraham @Caitlyn_Jenner ""The one thing I would do to improve gender equality is to ensure that all of our… https://t.co/H3dJOKwSNc",0.6705,0.756,0.0,0.244
CNN,Thu Mar 08 17:23:50 +0000 2018,448,@theashleygraham “Women are brought up to kind of be a second-class citizen” says @Caitlyn_Jenner #IWD2018… https://t.co/VlyKYFDRZ7,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 17:21:46 +0000 2018,449,".@theashleygraham: “We need to ensure that women see themselves portrayed in media, fashion, beauty and beyond.”… https://t.co/NqM1Yvifbz",0.7506,0.701,0.0,0.299
CNN,Thu Mar 08 17:17:13 +0000 2018,450,"To celebrate #IWD2018, @CNN asked women around the world, ""What single thing would you change to improve gender equ… https://t.co/aPUTYl3OAf",0.765,0.732,0.0,0.268
CNN,Thu Mar 08 17:05:47 +0000 2018,451,"Trump on outgoing chief economic adviser Gary Cohn: “He’s been terrific. He may be a globalist, but I still like hi… https://t.co/jTAhyf8gU3",0.7096,0.711,0.0,0.289
CNN,Thu Mar 08 16:50:01 +0000 2018,452,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/qx9N6r3ugj",0.7096,0.594,0.091,0.315
CNN,Thu Mar 08 16:35:00 +0000 2018,453,The US ambassador to Mexico was not invited to a meeting between senior White House adviser Jared Kushner and Mexic… https://t.co/r063UG1OyV,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 16:20:08 +0000 2018,454,One person has been taken into police custody in connection with a shooting that killed one student and injured ano… https://t.co/2ZMe9iO27I,-0.802,0.714,0.286,0.0
CNN,Thu Mar 08 16:10:11 +0000 2018,455,The long history of blaming video games for mass violence https://t.co/LHKHJUgqRx https://t.co/kWT3kF1vby,-0.8074,0.578,0.422,0.0
CNN,Thu Mar 08 15:59:06 +0000 2018,456,Meghan Markle has been baptized into the Church of England https://t.co/0HcgXUmkzm https://t.co/qoCSXwu3EZ,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 15:42:36 +0000 2018,457,Why companies are embracing #InternationalWomensDay https://t.co/WuS6CWYUM5 https://t.co/grZlom9kVF,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 15:29:32 +0000 2018,458,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/kM6mhbbBrv,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 15:05:55 +0000 2018,459,"""Somebody needs to stand up"" to California on immigration, Attorney General Jeff Sessions says… https://t.co/IN63gV1NOo",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 19:38:12 +0000 2018,460,.@Stanford rejects College Republicans' proposed logo because it shows American flag https://t.co/e82rZbjZhE,-0.4939,0.775,0.225,0.0
FoxNews,Thu Mar 08 19:34:11 +0000 2018,461,Professor on leave after telling Asian-American couple to 'go back to your home country' https://t.co/dHHwHH5lUl,-0.0516,0.921,0.079,0.0
FoxNews,Thu Mar 08 19:31:08 +0000 2018,462,.@KristinBTate: Women of Trump Admin Would Be 'Worshipped' by Media If They Were Liberals #InternationalWomensDay https://t.co/Bg9m6Yraq4,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 19:19:58 +0000 2018,463,"Moments ago, California Sen. @KamalaHarris slammed President @realDonaldTrump and AG Jeff Sessions over immigration… https://t.co/hw6OSsqfg5",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 19:15:39 +0000 2018,464,".@SpeakerRyan visits The Home Depot's Store Support Center in Atlanta, one of the companies that rewarded its hourl… https://t.co/m2NUslwR1M",0.7096,0.742,0.0,0.258
FoxNews,Thu Mar 08 19:05:00 +0000 2018,465,".@LaraLeaTrump: ""@JoeBiden has been living off #TheSwamp for five decades."" #OutnumberedOT https://t.co/FVVQ1QiT7o",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 19:00:00 +0000 2018,466,"Sgt. @Sean_C_Larkin: “I've been a police officer 21 years...the respect for police officers has changed, and it's s… https://t.co/kOrv3R4R3l",0.4767,0.846,0.0,0.154
FoxNews,Thu Mar 08 18:57:46 +0000 2018,467,Violent brawl delays Southwest Airlines flight after overhead bin fight https://t.co/Ak0o8YW0Uy,-0.7579,0.581,0.419,0.0
FoxNews,Thu Mar 08 18:50:27 +0000 2018,468,".@LaraLeaTrump: ""The reality is women a lot of times I don't think are voicing their support for @POTUS because som… https://t.co/xpgBd83nux",0.4019,0.87,0.0,0.13
FoxNews,Thu Mar 08 18:47:12 +0000 2018,469,".@LaraLeaTrump: ""@JoeBiden has been living off #TheSwamp for five decades."" #OutnumberedOT https://t.co/xhOZZtZEn6",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 18:44:01 +0000 2018,470,".@HomeDepot pledges $50 million to train 20,000 skilled laborers, military veterans wanted https://t.co/7W5vGe6Ust",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 18:39:48 +0000 2018,471,Nimble dad delivers daughter in front seat of car and cuts umbilical cord with shoelace https://t.co/SCbku4I3Zq,-0.296,0.872,0.128,0.0
FoxNews,Thu Mar 08 18:32:14 +0000 2018,472,JUST IN: UK officials say 21 people now being treated in ex-Russian spy poisoning https://t.co/jFV1ldJzGf,-0.5859,0.787,0.213,0.0
FoxNews,Thu Mar 08 18:30:00 +0000 2018,473,"At a Cabinet meeting today, President @realDonaldTrump slammed Oakland Mayor @LibbySchaaf. https://t.co/zpLyEfn6gY https://t.co/H7vWy5vYLk",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 18:24:43 +0000 2018,474,"Trump's parting words to adviser Gary Cohn: 'He may be a globalist, but I still like him' - via @brookefoxnews 
https://t.co/23WrcB0yS4",0.5023,0.84,0.0,0.16
FoxNews,Thu Mar 08 18:23:39 +0000 2018,475,"'Where Is Their Disavowal?': @kimguilfoyle Rips Group of House Dems for @LouisFarrakhan Connections
https://t.co/rnIybLHgoA",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 18:15:20 +0000 2018,476,".@seanspicer: ""This has nothing to do with [@PaulManafort's] actions stemming from the Trump campaign.""… https://t.co/d5PTwwAnjU",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 18:15:00 +0000 2018,477,".@NASA releases 'unearthly' pictures of Jupiter, showing 9 massive cyclones with Category 5 hurricane wind speeds… https://t.co/4zMbJ152uW",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 18:11:40 +0000 2018,478,Army sets sights on new sniper rifle https://t.co/8FOgpH1cAw,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 18:04:01 +0000 2018,479,Disney boss tells shareholders that ‘The View’ star Joy Behar apologized for anti-Christian remarks https://t.co/Q5Om2ALO57,0.7269,0.681,0.0,0.319
nytimes,Thu Mar 08 13:31:04 +0000 2018,480,Stormy Daniels was the topic du jour of late night comedy on Wednesday. A roundup: https://t.co/mg7cidxv1k,0.3612,0.848,0.0,0.152
nytimes,Thu Mar 08 13:20:02 +0000 2018,481,President Trump dined at the ornate home of a prominent Washington lawyer with wealthy donors who are expected to p… https://t.co/Hs5DJf5S71,0.5859,0.789,0.0,0.211
nytimes,Thu Mar 08 13:08:00 +0000 2018,482,"Ida B. Wells 1862-1931

“Somebody must show that the Afro-American race is more sinned against than sinning, and it… https://t.co/iu4vU15aBD",0.25,0.905,0.0,0.095
nytimes,Thu Mar 08 13:04:00 +0000 2018,483,"Madhubala 1933-1969

Madhubala was barely 16 when she became a Bollywood superstar. And she was uninhibited for an… https://t.co/rjxSx8Tg5o",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 13:00:06 +0000 2018,484,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of 15… https://t.co/DUv6REyUMJ",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 12:49:07 +0000 2018,485,Morning Briefing: Here's what you need to know to start your day https://t.co/PfZAmKU0Kz https://t.co/CBURYaUUF6,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 12:41:05 +0000 2018,486,"In Opinion

Op-Ed contributor Sylvie Kauffmann writes, ""Senior European officials admit that however good their coo… https://t.co/6mZLKkVzmj",0.5719,0.761,0.0,0.239
nytimes,Thu Mar 08 12:30:16 +0000 2018,487,"In two months, the United States plans to open a new embassy to fulfill Trump's recognition of Jerusalem as Israel'… https://t.co/UJkEf0Xo3b",0.6908,0.759,0.0,0.241
nytimes,Thu Mar 08 12:19:04 +0000 2018,488,"The United States has moved to allow hunters to import big-game trophies, including elephant tusks and lion hides,… https://t.co/LmyVoENHLl",0.5719,0.783,0.0,0.217
nytimes,Thu Mar 08 12:11:04 +0000 2018,489,"President Trump is set to formalize tariffs on steel and aluminum imports, over the objections of more than 100 Rep… https://t.co/OiqBm3vxbD",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 11:59:06 +0000 2018,490,The video shows a black man being Tasered and beaten during a confrontation with 2 white police officers who accuse… https://t.co/BBaYD3JbnV,-0.6249,0.758,0.242,0.0
nytimes,Thu Mar 08 11:50:00 +0000 2018,491,@ChuBailiang Even those who thought that they had taken the full measure of Xi Jinping's ambition are surprised by… https://t.co/Mlz3e1e8wp,0.2263,0.909,0.0,0.091
nytimes,Thu Mar 08 11:45:04 +0000 2018,492,"A group of 11 nations — including major U.S. allies like Japan, Canada and Australia — is set to sign a broad trade… https://t.co/kbxPa3e9X6",0.3612,0.884,0.0,0.116
nytimes,Thu Mar 08 11:30:27 +0000 2018,493,Morning Briefing: Here's what you need to know to start your day https://t.co/uA0TR0tqy9 https://t.co/07nGM9rwNh,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 11:15:06 +0000 2018,494,Even those who thought that they had taken the full measure of Xi Jinpin's ambition are surprised by how fast he ha… https://t.co/R2YpFopJoY,0.2263,0.921,0.0,0.079
nytimes,Thu Mar 08 11:00:04 +0000 2018,495,These extraordinary women — and so many others — did not have obituaries in The New York Times. Until now. https://t.co/wXBoqxi2TZ,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 10:47:06 +0000 2018,496,"Peter Madsen, who is said to have killed and dismembered journalist Kim Wall, goes on trial in Denmark https://t.co/Fp3E6IYchG",-0.6705,0.8,0.2,0.0
nytimes,Thu Mar 08 10:30:10 +0000 2018,497,"RT @RorySmith: What struck me most about Juventus last night was that, in those last 15 minutes, Chiellini and Barzagli were definitely hav…",0.1779,0.817,0.078,0.105
nytimes,Thu Mar 08 10:16:04 +0000 2018,498,"""The E.U. is concerned that behind it all, there are people in the U.S. administration that don't care that there m… https://t.co/dPxO0566Sx",-0.3875,0.889,0.111,0.0
nytimes,Thu Mar 08 09:59:08 +0000 2018,499,How to cut down on unwanted junk mail https://t.co/K4kUYQGmvK,-0.4588,0.636,0.364,0.0
