Media Source,Date,Tweets Ago,Text,Compound,Negative,Neutral,Positive
CBSNews,Thu Mar 08 20:40:32 +0000 2018,134,WATCH LIVE: Pres. Trump to sign new tariffs on aluminum and steel imports at White House https://t.co/0imZ0NeDGE https://t.co/QOmtFLo1nV,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 20:26:01 +0000 2018,135,AHEAD: Pres. Trump to sign proclamation on steel and aluminum tariffs at the White House; the tariffs — 25 percent… https://t.co/Matq54eOyc,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 20:11:01 +0000 2018,136,President Trump will sign proclamations that will institute a 25 percent tariff on steel and a 10 percent tariff on… https://t.co/1x53iEhFv1,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 19:45:30 +0000 2018,137,"This big cat is getting a CAT scan. No really, this lion is getting a CAT scan so that doctors can help treat his i… https://t.co/rivVz661b3",0.4939,0.734,0.077,0.189
CBSNews,Thu Mar 08 19:25:29 +0000 2018,138,Head of U.S. Forest Service steps down amid sexual misconduct allegations https://t.co/DmVZWFoHGi https://t.co/ej4QgEqkcG,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 19:05:02 +0000 2018,139,The FBI has opened a criminal investigation into a white North Carolina police officer shown on body camera footage… https://t.co/IgehJqEmtM,-0.5267,0.833,0.167,0.0
CNN,Thu Mar 08 23:16:06 +0000 2018,140,RT @AC360: New clues emerge in Amelia Earhart's mysterious disappearance https://t.co/c8FFPn5lvK https://t.co/2NRkMJoxjS,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 23:11:44 +0000 2018,141,"Russians' ""Hilltendo"" game, released weeks before 2016 election, had 3 levels:

-""Help Hillary delete as many class… https://t.co/jgt7279BIY",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 23:01:00 +0000 2018,142,"Fake news travels at a markedly faster rate on Twitter than accurate information, a new study finds… https://t.co/jTut8mES7R",-0.4767,0.829,0.171,0.0
CNN,Thu Mar 08 22:59:50 +0000 2018,143,Republicans are performing at a historic low on the generic congressional ballot | Analysis by Harry Enten… https://t.co/1cGpVkxeyb,-0.2732,0.877,0.123,0.0
CNN,Thu Mar 08 22:53:58 +0000 2018,144,"""O.J. Simpson: The Lost Confession?"" is a two-hour special cobbled together from material the network opted not to… https://t.co/TadIuzegj7",0.1027,0.762,0.11,0.129
CNN,Thu Mar 08 22:44:14 +0000 2018,145,"Cindy McCain tweeted to let the public know that her husband, Arizona Republican Sen. John McCain, is ""doing fine""… https://t.co/x89Hid3v8e",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 22:41:40 +0000 2018,146,"""We have not had a new class of antivirals for 20 years,"" the director of a research authority said during a congre… https://t.co/4mZsQD3o3p",0.0772,0.936,0.0,0.064
CNN,Thu Mar 08 22:33:03 +0000 2018,147,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/tyTDsUsOOk",0.7096,0.594,0.091,0.315
CNN,Thu Mar 08 22:33:00 +0000 2018,148,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1YVTaj https://t.co/zxmxcnboZ5,0.5719,0.748,0.0,0.252
CNN,Thu Mar 08 22:24:48 +0000 2018,149,"JUST IN: President Trump tells reporters that South Korea will make a ""major announcement"" concerning North Korea a… https://t.co/sTJhwnYh9b",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 22:11:01 +0000 2018,150,The IRS says it has $1.1 billion in unclaimed tax refunds for 2014. Now's your last chance to claim it.… https://t.co/dsyeTUeNmZ,0.25,0.909,0.0,0.091
CNN,Thu Mar 08 22:08:10 +0000 2018,151,"RT @TheLeadCNN: More than 100 GOP members of Congress wrote Trump on Wednesday urging him to ""reconsider the idea of broad tariffs to avoid…",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 22:04:57 +0000 2018,152,"When NASA's Parker Solar Probe travels into the sun's atmosphere, you can ride along. Well, your name can.… https://t.co/XqFJGw25fo",0.2732,0.896,0.0,0.104
CNN,Thu Mar 08 22:01:20 +0000 2018,153,A senior adviser at HUD spread a false conspiracy theory that claimed Hillary Clinton's 2016 presidential campaign… https://t.co/sKaKkCuZXu,-0.5267,0.815,0.185,0.0
CNN,Thu Mar 08 22:00:47 +0000 2018,154,"Why block a user when the mute button could do?

That is one of the questions posed in a lawsuit alleging that Pres… https://t.co/YPNMw3wWoc",-0.5859,0.806,0.194,0.0
CNN,Thu Mar 08 21:55:24 +0000 2018,155,"""President Trump might be facing a period of stormy news coverage over allegations he paid to cover up an affair wi… https://t.co/9ewX30Rcr1",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 21:53:33 +0000 2018,156,Sen. Jeff Flake threatens to introduce legislation to nullify President Trump's tariffs https://t.co/bWttC10UQt https://t.co/r6rHfLiP6i,-0.3818,0.833,0.167,0.0
CNN,Thu Mar 08 21:51:50 +0000 2018,157,"Tesla CEO Elon Musk wants his electric car company to be competitive in China, and he's asking for US President Tru… https://t.co/xn4FmAZvMp",0.1779,0.925,0.0,0.075
CNN,Thu Mar 08 21:50:32 +0000 2018,158,PlayStation 4's latest update gives parents the ability to restrict how long a child uses the system… https://t.co/OW3V6neOEb,-0.0772,0.754,0.131,0.116
CNN,Thu Mar 08 21:44:08 +0000 2018,159,"Trump's tariff plan has spooked markets, prompted his chief economist's resignation, rattled major US allies and wi… https://t.co/3RqTOD1kMP",-0.296,0.885,0.115,0.0
FoxNews,Thu Mar 08 23:10:59 +0000 2018,160,"Criminals can easily hack into your web browser, report says https://t.co/BR0nqckSDK",-0.3182,0.596,0.245,0.159
FoxNews,Thu Mar 08 23:08:31 +0000 2018,161,"President @realDonaldTrump announces ""major statement"" about North Korea from South Korean officials.… https://t.co/8voQnCkqa6",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 23:03:36 +0000 2018,162,"South Korea expected to make 'major statement' on North Korea at 7 pm ET, Trump says - via @brookefoxnews 
https://t.co/3XXK4U0g2C",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 23:02:44 +0000 2018,163,Former Obama aide Kal Penn wants Schumer 'out of office' after pro-Israel speech https://t.co/nkoYgI4gAo,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 22:48:25 +0000 2018,164,".@kimguilfoyle: “It goes, you know, to show you where somebody has this kind of intention, they’re going to do what… https://t.co/Jiu0PYho4G",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 22:38:19 +0000 2018,165,BREAKING: @POTUS: South Korea to make 'major statement' on North Korea at 7 pm ET https://t.co/EOHLSJstjp,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 22:35:11 +0000 2018,166,.@jasoninthehouse: “I think a lot of this comes down to the breakdown of the family. I don’t think it’s necessarily… https://t.co/6hbUl6Z5kA,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 22:25:00 +0000 2018,167,.@jasoninthehouse: “We’re talking about taking care of ICE officers that are trying to get rid of the criminal elem… https://t.co/KG91k9Dvw5,-0.0516,0.732,0.138,0.13
FoxNews,Thu Mar 08 22:18:33 +0000 2018,168,.@kfc replaces Colonel Sanders with Claudia Sanders for #InternationalWomensDay https://t.co/SlDCSu0atD,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 22:15:50 +0000 2018,169,PA Steelworker Thanks @realDonaldTrump: 'These Tariffs Definitely Have an Impact' https://t.co/ZbGaTiokfU,0.6808,0.616,0.0,0.384
FoxNews,Thu Mar 08 22:07:45 +0000 2018,170,SMILE! These two penguins in Antarctica aren't too cool to pose for selfies. https://t.co/ZdNfbmMKBK,0.3742,0.686,0.112,0.202
FoxNews,Thu Mar 08 22:02:00 +0000 2018,171,".@SecretaryRoss on @realDonaldTrump keeping his campaign promises: ""Anybody who doubts the president's sense of con… https://t.co/zm2zUBIDSC",0.1027,0.745,0.117,0.138
FoxNews,Thu Mar 08 22:00:01 +0000 2018,172,"Lt. Gen. Jerry Boykin on North Korea: ""I do not believe that Kim is gonna give up his nuclear weapons. He and his f… https://t.co/ebV97szyhN",-0.4404,0.892,0.108,0.0
FoxNews,Thu Mar 08 21:55:06 +0000 2018,173,"RT @FOXTV: An explosive television event, “O.J. Simpson: The Lost Confession?” airs Sunday, March 11 at 8/7c on #Fox. https://t.co/wxDffDZU…",-0.3182,0.892,0.108,0.0
FoxNews,Thu Mar 08 21:51:45 +0000 2018,174,".@SecretaryRoss on steel, aluminum tariffs: ""It's just the start of unleashing American industry from the unfair tr… https://t.co/E9CZbuyEuT",-0.4767,0.846,0.154,0.0
FoxNews,Thu Mar 08 21:48:39 +0000 2018,175,"Moments ago, President @realDonaldTrump signed an order that imposed tariffs on steel and aluminum imports from all… https://t.co/K7suxdQG21",-0.0772,0.929,0.071,0.0
FoxNews,Thu Mar 08 21:40:00 +0000 2018,176,"""I love my son more than anything in this world...but at the end of the day, I'm responsible for his choices in lif… https://t.co/98ArYafPFM",0.7579,0.772,0.0,0.228
FoxNews,Thu Mar 08 21:35:00 +0000 2018,177,Man arrested for calling 911 four times to complain about clam chowder https://t.co/SdzeLwYAXO,-0.6808,0.663,0.337,0.0
FoxNews,Thu Mar 08 21:30:00 +0000 2018,178,OPINION: Our obsession with high scores is killing us -- Not everything that can be counted counts https://t.co/gn2TYS8MzX,-0.7783,0.702,0.298,0.0
FoxNews,Thu Mar 08 21:29:29 +0000 2018,179,"Trump signs order imposing tariffs on all imports of steel, aluminum; exempts Mexico, Canada for now - via… https://t.co/emcNvii3K4",-0.1027,0.924,0.076,0.0
nytimes,Thu Mar 08 23:17:05 +0000 2018,180,"RT @jessicabennett: Since 1851, obituaries in @nytimes have been dominated by white men. Just 20% have been women. 

Today we introduce Ove…",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 23:02:02 +0000 2018,181,"Disney has turned to one of its favorite filmmakers, Jon Favreau, to produce and write a live-action “Star Wars” TV… https://t.co/kVD2k4rE4U",0.4588,0.864,0.0,0.136
nytimes,Thu Mar 08 22:47:06 +0000 2018,182,8 new books recommended by critics and editors at The New York Times https://t.co/BUnJLjEfwA,-0.1027,0.733,0.147,0.12
nytimes,Thu Mar 08 22:32:06 +0000 2018,183,RT @dougmillsnyt: .@realDonaldTrump hands out pens to steel workers after signing an order imposing stiff and sweeping new tariffs on impor…,-0.1027,0.935,0.065,0.0
nytimes,Thu Mar 08 22:25:02 +0000 2018,184,Here’s Cardi B’s “Bodak Yellow” and your 3 minutes 44 seconds of frankness in a year of feminist pandering https://t.co/OFTxde8e4U,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 22:05:05 +0000 2018,185,"“I am a pawn caught between the federal and state governments, like a child between 2 fighting parents. Each is thr… https://t.co/iJYsW8BVXs",0.0,0.773,0.114,0.114
nytimes,Thu Mar 08 21:55:07 +0000 2018,186,"“It’s more than just racist,” one activist said. “It celebrates human subjugation.” https://t.co/eHZNoiKExV",0.5719,0.764,0.0,0.236
nytimes,Thu Mar 08 21:45:08 +0000 2018,187,Unsubscribing from IRL junk mail is almost as easy as unsubscribing from email spam https://t.co/x9AHYuxw63,0.0314,0.717,0.138,0.145
nytimes,Thu Mar 08 21:35:08 +0000 2018,188,One NYT reader's reaction to a group of U.S. allies signing a broad trade deal that was originally conceived by the… https://t.co/vuaOELJ0Nw,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 21:30:26 +0000 2018,189,"RT @DanBilefsky: Here is how my Quebec road trip is shaping up as Canadians share tips, infused with a love of la Belle province -  https:/…",0.7506,0.775,0.0,0.225
nytimes,Thu Mar 08 21:25:07 +0000 2018,190,"With no collective bargaining rights, no contract and no legal right to strike, West Virginia teachers managed to m… https://t.co/ZGt0V3TPy9",-0.6808,0.61,0.329,0.061
nytimes,Thu Mar 08 21:15:13 +0000 2018,191,"RT @rickgladstone: Some women, impatient over the fight for equality and glacial pace of change, found large and small ways to protest — wi…",-0.7003,0.746,0.254,0.0
nytimes,Thu Mar 08 21:05:03 +0000 2018,192,Deceptively simple to make and the payoff is just sublime https://t.co/q3LkEi3CGq,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 21:02:29 +0000 2018,193,"Breaking News: President Trump signed orders authorizing tariffs on steel and aluminum, sparing Canada and Mexico a… https://t.co/caCAWB3EJc",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 20:55:04 +0000 2018,194,"RT @EricNagourney: BREAKING. Charlotte Brontë, woman who gave the world ‘Jane Eyre,’ has died. In, um, 1855. The NYT's @susandominus and it…",-0.5574,0.854,0.146,0.0
nytimes,Thu Mar 08 20:45:14 +0000 2018,195,"In Opinion

Op-Ed contributors John McCain and Angelina Jolie write, ""Around the world, there is profound concern t… https://t.co/INrpy9G6vp",0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 20:44:41 +0000 2018,196,RT @amyfiscus: Here are the Facebook messages that a low-level Trump campaign aide in Florida unwittingly sent to Russian trolls https://t.…,0.0,1.0,0.0,0.0
nytimes,Thu Mar 08 20:35:09 +0000 2018,197,"A revamped TPP has been signed by Canada, Japan and 9 other nations. The U.S. had backed out of the sweeping trade… https://t.co/dlo4ZiiHTA",0.0258,0.948,0.0,0.052
nytimes,Thu Mar 08 20:25:09 +0000 2018,198,From everyone cares and everything matters to no one cares and nothing matters. Here are 25 songs that tell us wher… https://t.co/WrWO20bfRl,0.6124,0.62,0.08,0.299
nytimes,Thu Mar 08 20:15:14 +0000 2018,199,"RT @peterbakernyt: As aides head for the doors in record numbers, Trump increasingly relies on his own judgment, in effect operating a pres…",0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 15:57:11 +0000 2018,200,"Drive carefully 🚗

Freezing temperatures 'will cause more potholes' - RAC says

https://t.co/srg9Mqt8V4 https://t.co/DP1KLze9JS",0.0258,0.775,0.109,0.116
BBCNews,Thu Mar 08 15:26:24 +0000 2018,201,"RT @bbc5live: Hollywood actress Susan Sarandon has revealed that the late Paul Newman once gave her part of his salary.

#IWD2018 #Internat…",0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 15:24:30 +0000 2018,202,RT @BBCWorld: Voting for Vladimir - three Russians give their views on Putin https://t.co/vIbTp2D19y,0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 14:48:41 +0000 2018,203,"RT @BBC_HaveYourSay: ""I used to love the snow, but now I don't want to see it ever, ever again.""

https://t.co/KkM0ioD5ZP",0.3109,0.812,0.064,0.124
BBCNews,Thu Mar 08 14:43:52 +0000 2018,204,"RT @bbc5live: “It’s a complete privilege to be surrounded by women like that”

On #InternationalWomensDay @StaceyDooley talks about being i…",0.6124,0.773,0.0,0.227
BBCNews,Thu Mar 08 14:38:22 +0000 2018,205,RT @BBCBusiness: Is it still appropriate to use models to sell cars? We asked women at the Geneva International Motor Show what they though…,0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 14:28:49 +0000 2018,206,"Perhaps wisely, organisers have booked the brothers to play on different days... at different ends of the UK

https://t.co/XjXZYS6v4D",0.6369,0.766,0.0,0.234
BBCNews,Thu Mar 08 14:23:58 +0000 2018,207,Suzanne Pilley murder: 'She was discarded and it is unbearable' https://t.co/0gZswXrpwO,-0.7964,0.559,0.441,0.0
BBCNews,Thu Mar 08 14:00:45 +0000 2018,208,M1 crash trucker's firm 'unaware' his licence was revoked https://t.co/wlx0VpZWVJ,-0.4019,0.769,0.231,0.0
BBCNews,Thu Mar 08 13:55:18 +0000 2018,209,"RT @BBCSport: North and South Korea marched together under the same flag at the Winter Olympics… but not this time…

Full story: https://t.…",0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 13:53:44 +0000 2018,210,"RT @BBC_HaveYourSay: McDonald’s flip arches as well as burgers to mark #IWD2018 but some people are calling it ‘McFeminism’ 🍔♀️

https://t.…",0.1406,0.928,0.0,0.072
BBCNews,Thu Mar 08 13:49:20 +0000 2018,211,"""If I want anyone to take anything away from the show it's that suicide is not the answer.""

What drove Milly Thoma… https://t.co/ldu38Sl4dQ",-0.6369,0.775,0.174,0.05
BBCNews,Thu Mar 08 13:24:39 +0000 2018,212,"RT @bbc5live: “That was the end of my childhood”

Money saving expert @MartinSLewis opens up to @tonylivesey about the death of his mum, th…",-0.5994,0.855,0.145,0.0
BBCNews,Thu Mar 08 12:45:09 +0000 2018,213,Parsons Green: Jurors shown moment fireball engulfs Tube https://t.co/IpqUSDNaA3,0.0,1.0,0.0,0.0
BBCNews,Thu Mar 08 12:39:01 +0000 2018,214,Patients 'left in pain' by surgery delays https://t.co/Nn6JmvPph6,-0.5106,0.68,0.32,0.0
BBCNews,Thu Mar 08 12:18:11 +0000 2018,215,"Girl, 11, dies after being struck by loose wheel in Manby https://t.co/3I6TMAodW6",-0.5106,0.699,0.301,0.0
BBCNews,Thu Mar 08 11:54:14 +0000 2018,216,"""This was attempted murder in the most cruel and public way"" - home secretary Amber Rudd updates MP's on attempted… https://t.co/xhBcrSv2nN",-0.8687,0.672,0.328,0.0
BBCNews,Thu Mar 08 11:44:15 +0000 2018,217,"""Both remain unconscious and in a critical but stable condition"" - home secretary Amber Rudd updates MP's on attemp… https://t.co/vPWdeKyseD",0.2846,0.782,0.081,0.137
BBCNews,Thu Mar 08 11:43:09 +0000 2018,218,Freezing temperatures 'will cause more potholes' https://t.co/Ciy4wBIDlo,-0.1027,0.811,0.189,0.0
BBCNews,Thu Mar 08 10:54:00 +0000 2018,219,Sea Life Centre animal death rates 'disturbing' https://t.co/9cosTadVp5,-0.5994,0.642,0.358,0.0
CBSNews,Thu Mar 08 18:50:01 +0000 2018,220,"Yes, some people's Amazon Alexa's are suddenly letting out evil laughs for no reason https://t.co/iALfFFIjvy https://t.co/Wp7qs4Utzh",0.0,0.437,0.262,0.302
CBSNews,Thu Mar 08 18:35:30 +0000 2018,221,"A bill for a ""Trump Highway"" in Utah has been dropped by the Republican lawmaker who proposed it after receiving wh… https://t.co/LTMdqxxXjp",0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 18:13:32 +0000 2018,222,Man arrested after Amber Alert leads to discovery of child's body: https://t.co/UFcH459e9I https://t.co/OlDweS79G4,-0.2263,0.675,0.19,0.135
CBSNews,Thu Mar 08 17:57:01 +0000 2018,223,"In an embarrassing case of mistaken identity, many Americans appear to be confusing the National Rifle Association… https://t.co/7Xbj7NbySy",-0.7184,0.682,0.318,0.0
CBSNews,Thu Mar 08 17:40:01 +0000 2018,224,"Hope Hicks told lawmakers one of her email accounts had been hacked, source confirms to CBS News:… https://t.co/Hphq0Z96ih",0.0516,0.741,0.125,0.134
CBSNews,Thu Mar 08 17:25:01 +0000 2018,225,Student killed in an apparent gun accident at an Alabama high school has been identified; person of interest in cus… https://t.co/um2B5jDeE7,-0.7906,0.567,0.333,0.1
CBSNews,Thu Mar 08 17:10:01 +0000 2018,226,"Women across Europe and Asia are shouting their demands for equality, respect and empowerment to mark… https://t.co/fvrjfIuIIF",0.4767,0.838,0.0,0.162
CBSNews,Thu Mar 08 17:05:10 +0000 2018,227,"""If we reach a deal, it is most likely that we won't be charging [Mexico and Canada] those tariffs,"" President Trum… https://t.co/YNCOZxYMKv",0.0258,0.948,0.0,0.052
CBSNews,Thu Mar 08 17:01:51 +0000 2018,228,"President Trump jokes during chief economic adviser Gary Cohn's last Cabinet meeting: ""I have a feeling you will be… https://t.co/lyGnRCVqYY",0.3612,0.829,0.0,0.171
CBSNews,Thu Mar 08 16:56:54 +0000 2018,229,"President Trump addresses federal immigration lawsuit: ""They want the money, they should give up on the sanctuary c… https://t.co/Vq0mXwjP9m",-0.1531,0.842,0.094,0.064
CBSNews,Thu Mar 08 16:48:28 +0000 2018,230,MOMENTS AGO: President Trump holds a Cabinet meeting amid questions about his tariff plan https://t.co/c3XN5mQH5k https://t.co/V8VRCbOqYy,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 16:40:01 +0000 2018,231,"Babies being raised by single mothers may benefit from looking like their fathers, a new study suggests:… https://t.co/E8NnUy02Vn",0.6705,0.732,0.0,0.268
CBSNews,Thu Mar 08 16:23:32 +0000 2018,232,"""Let me just say that I am more concerned about the president's policies, which undermine the financial security of… https://t.co/S3QeeaRskV",0.0516,0.787,0.102,0.111
CBSNews,Thu Mar 08 16:17:40 +0000 2018,233,WATCH LIVE: Rep. Nancy Pelosi takes questions from reporters ahead of President Trump's reported meeting on tariffs… https://t.co/vKUDzSL4gW,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 16:15:01 +0000 2018,234,The NBA is reviewing 2011 allegations of sexual assault against Dallas Mavericks owner Mark Cuban:… https://t.co/P9veQPGeGg,-0.5859,0.798,0.202,0.0
CBSNews,Thu Mar 08 16:02:01 +0000 2018,235,President Trump plans to meet with video game industry representatives on Thursday as he considers responses to gun… https://t.co/3lTi8Vj8EM,0.0,1.0,0.0,0.0
CBSNews,Thu Mar 08 15:45:31 +0000 2018,236,"""There's a good chance I get murdered tonight,"" one Twitter user wrote after his Alexa let out an unprovoked, eerie… https://t.co/64rbNb301O",-0.128,0.632,0.174,0.194
CBSNews,Thu Mar 08 15:33:41 +0000 2018,237,"RT @CBSThisMorning: ""There were always barriers and glass ceilings... and iron doors to get through,"" in honor of #InternationalWomensDay,…",0.4939,0.849,0.0,0.151
CBSNews,Thu Mar 08 15:32:51 +0000 2018,238,"RT @CBSEveningNews: Curious Emperor penguins were captured in Antarctica getting up close &amp; personal on film 

Australian Antarctic expedit…",0.3182,0.887,0.0,0.113
CBSNews,Thu Mar 08 15:30:01 +0000 2018,239,"""We are a long ways from negotiations"" with North Korea, Secretary of State Rex Tillerson says:… https://t.co/MGoFT9GtVx",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 21:39:52 +0000 2018,240,"RT @CNNnewsroom: ""The city of Parkland, nobody knew where that was...now the world knows where Parkland is: it's on the list of Columbine,…",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 21:29:00 +0000 2018,241,Democrats say a Uranium One whistleblower provided Congress with no evidence of wrongdoing involving Hillary Clinto… https://t.co/jBXSUJ5AyX,-0.296,0.872,0.128,0.0
CNN,Thu Mar 08 21:28:27 +0000 2018,242,"President Trump spoke with nostalgia at today's tariff announcement, describing the steel industry as he knew it as… https://t.co/RU6nlbmtwr",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 21:25:02 +0000 2018,243,RT @TheLeadCNN: President Trump is upset with White House press secretary Sarah Sanders over her responses regarding his alleged affair wit…,-0.3818,0.885,0.115,0.0
CNN,Thu Mar 08 21:22:09 +0000 2018,244,"President Trump on his tariff plan: ""American companies have not been treated fairly, and some American companies f… https://t.co/iSKmDP6QQD",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 21:11:53 +0000 2018,245,President Trump on tariff plan: “The workers who poured their souls into building this great nation were betrayed.… https://t.co/BKkZwaE3Qx,0.7073,0.787,0.0,0.213
CNN,Thu Mar 08 21:10:31 +0000 2018,246,RT @CNNMoney: Dow closes up 94 points after Trump unveils steel and aluminum tariffs with some exemptions. U.S. Steel falls 3%.  https://t.…,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 21:09:04 +0000 2018,247,"President Trump on NAFTA: “We either make a deal or we terminate. And if we do, there won’t be any tariffs on Canad… https://t.co/uzvHjesQ6E",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 21:03:55 +0000 2018,248,"President Trump: ""Our factories were left to rot and to rust all over the place. Thriving communities turned into g… https://t.co/qct0zY4gRu",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 20:55:43 +0000 2018,249,President Trump: “The American steel aluminum industry has been ravaged by aggressive foreign trade practices. It’s… https://t.co/E3yq1tU3bP,-0.1531,0.909,0.091,0.0
CNN,Thu Mar 08 20:50:56 +0000 2018,250,"President Trump: ""Today I'm defending America's national security by placing tariffs on foreign imports of steel an… https://t.co/XH22ESdPSU",0.34,0.876,0.0,0.124
CNN,Thu Mar 08 20:38:12 +0000 2018,251,President Trump is about to impose new tariffs on steel and aluminum imports. Follow live updates:… https://t.co/o4VDiUWujN,-0.296,0.879,0.121,0.0
CNN,Thu Mar 08 20:25:13 +0000 2018,252,The Cranberries will be releasing a final album made with Dolores O'Riordan https://t.co/z8rKgNyCmy https://t.co/tPkkmZplLe,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 20:20:38 +0000 2018,253,"Russians released an anti-Clinton video game called ""Hilltendo"" weeks before the 2016 US presidential election. It… https://t.co/tTFHTqxF42",0.0,1.0,0.0,0.0
CNN,Thu Mar 08 20:03:33 +0000 2018,254,Former Trump campaign chairman Paul Manafort has entered a plea of not guilty to charges of bank fraud and tax crim… https://t.co/myDFUQIvIw,-0.1665,0.694,0.146,0.16
CNN,Thu Mar 08 20:01:36 +0000 2018,255,Bernie Sanders is spending a lot of time in Trump country. Here's why. | Analysis by CNN's Gregory Krieg and Sam Pe… https://t.co/GFkPrBfWvm,0.0,1.0,0.0,0.0
CNN,Thu Mar 08 19:53:17 +0000 2018,256,"A salmonella outbreak linked to chicken salad has sickened another 105 people, bringing the total to 170 in seven s… https://t.co/SWH9Q0tsYr",-0.5423,0.844,0.156,0.0
CNN,Thu Mar 08 19:42:07 +0000 2018,257,"In a trade war over steel, US farmers could be collateral damage https://t.co/tChleqd7qi https://t.co/EotEUo9LN1",-0.7964,0.608,0.392,0.0
CNN,Thu Mar 08 19:37:55 +0000 2018,258,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/De3h9kjvKx",0.25,0.9,0.0,0.1
CNN,Thu Mar 08 19:31:33 +0000 2018,259,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/Ae3YEwSVSJ,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:25:00 +0000 2018,260,Wild @goodyear tires grow and breathe https://t.co/eCRV1X6rH8,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:20:00 +0000 2018,261,North Korea and Kim Jong Un: Meet the known key players in the regime https://t.co/3DgW5EDL13,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:17:13 +0000 2018,262,BREAKING: @POTUS signs order that imposes tariffs on steel and aluminum imports from all foreign countries.… https://t.co/FH6PUQCypW,-0.1027,0.92,0.08,0.0
FoxNews,Thu Mar 08 21:17:00 +0000 2018,263,The @Volkswagen Beetle will soon be squashed https://t.co/FSh8BCb7XN,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:12:20 +0000 2018,264,Stocks gain as trade war fears ease. @TeamCavuto https://t.co/3GtCbGLWTZ,-0.2023,0.284,0.381,0.335
FoxNews,Thu Mar 08 21:12:00 +0000 2018,265,.@realDonaldTrump and the Russia investigation: What to know https://t.co/RfuNVtQP0p,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:07:58 +0000 2018,266,.@SebGorka Targets Tech Companies: How About Censoring Jihadis Instead of Conservatives? https://t.co/sh78a4Y5FV,0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 21:00:24 +0000 2018,267,".@POTUS: ""American companies have not been treated fairly, and some American companies frankly have taken advantage… https://t.co/vz0yTorQU9",0.0,1.0,0.0,0.0
FoxNews,Thu Mar 08 20:57:38 +0000 2018,268,".@POTUS: ""I have a feeling we're going to make a deal on NAFTA...and if we do, there won't be any tariffs on Canada… https://t.co/ls96n5KbzA",0.128,0.933,0.0,0.067
FoxNews,Thu Mar 08 20:54:57 +0000 2018,269,".@POTUS: ""The workers who poured their souls into building this great nation were betrayed. But that betrayal is no… https://t.co/lismfax3bN",-0.4451,0.573,0.263,0.164
FoxNews,Thu Mar 08 20:52:25 +0000 2018,270,".@POTUS: ""The actions that were taken today were not a matter of choice, they're a matter of necessity for our secu… https://t.co/xGb5ltgDhl",-0.0382,0.893,0.107,0.0
